date,keyword,counts
1/19/25,laptop,41
1/19/25,mechanical keyboard,1
1/19/25,noise cancelling headphones,1
1/19/25,smartphone,1
1/19/25,smartwatch,1
1/26/25,Apple,62
1/26/25,Logitech,2
1/26/25,NVIDIA,22
1/26/25,OLED monitor,1
1/26/25,Samsung,20
1/26/25,laptop,40
1/26/25,mechanical keyboard,1
1/26/25,noise cancelling headphones,1
1/26/25,smartphone,1
1/26/25,smartwatch,1
2/2/25,Apple,63
2/2/25,Logitech,2
2/2/25,NVIDIA,10
2/2/25,OLED monitor,1
2/2/25,Samsung,21
2/2/25,laptop,41
2/2/25,mechanical keyboard,1
2/2/25,noise cancelling headphones,1
2/2/25,smartphone,1
2/2/25,smartwatch,1
2/9/25,Apple,63
2/9/25,Logitech,2
2/9/25,NVIDIA,8
2/9/25,OLED monitor,1
2/9/25,Samsung,19
2/9/25,laptop,39
2/9/25,mechanical keyboard,1
2/9/25,noise cancelling headphones,1
2/9/25,smartphone,1
2/9/25,smartwatch,1
2/16/25,Apple,67
2/16/25,Logitech,2
2/16/25,NVIDIA,7
2/16/25,OLED monitor,1
2/16/25,Samsung,20
2/16/25,laptop,41
2/16/25,mechanical keyboard,1
2/16/25,noise cancelling headphones,1
2/16/25,smartphone,1
2/16/25,smartwatch,1
2/23/25,Apple,65
2/23/25,Logitech,2
2/23/25,NVIDIA,11
2/23/25,OLED monitor,1
2/23/25,Samsung,19
2/23/25,laptop,42
2/23/25,mechanical keyboard,1
2/23/25,noise cancelling headphones,1
2/23/25,smartphone,1
2/23/25,smartwatch,1
3/2/25,Apple,62
3/2/25,Logitech,2
3/2/25,NVIDIA,9
3/2/25,OLED monitor,1
3/2/25,Samsung,19
3/2/25,laptop,40
3/2/25,mechanical keyboard,1
3/2/25,noise cancelling headphones,1
3/2/25,smartphone,1
3/2/25,smartwatch,1
3/9/25,Apple,67
3/9/25,Logitech,2
3/9/25,NVIDIA,8
3/9/25,OLED monitor,1
3/9/25,Samsung,19
3/9/25,laptop,38
3/9/25,mechanical keyboard,1
3/9/25,noise cancelling headphones,1
3/9/25,smartphone,1
3/9/25,smartwatch,1
3/16/25,Apple,62
3/16/25,Logitech,2
3/16/25,NVIDIA,8
3/16/25,OLED monitor,1
3/16/25,Samsung,18
3/16/25,laptop,38
3/16/25,mechanical keyboard,1
3/16/25,noise cancelling headphones,1
3/16/25,smartphone,1
3/16/25,smartwatch,1
3/23/25,Apple,55
3/23/25,Logitech,2
3/23/25,NVIDIA,6
3/23/25,OLED monitor,1
3/23/25,Samsung,18
3/23/25,laptop,38
3/23/25,mechanical keyboard,1
3/23/25,noise cancelling headphones,1
3/23/25,smartphone,1
3/23/25,smartwatch,1
3/30/25,Apple,62
3/30/25,Logitech,2
3/30/25,NVIDIA,8
3/30/25,OLED monitor,1
3/30/25,Samsung,19
3/30/25,laptop,39
3/30/25,mechanical keyboard,1
3/30/25,noise cancelling headphones,1
3/30/25,smartphone,1
3/30/25,smartwatch,1
4/6/25,Apple,65
4/6/25,Logitech,2
4/6/25,NVIDIA,10
4/6/25,OLED monitor,1
4/6/25,Samsung,19
4/6/25,laptop,38
4/6/25,mechanical keyboard,1
4/6/25,noise cancelling headphones,1
4/6/25,smartphone,1
4/6/25,smartwatch,1
4/13/25,Apple,59
4/13/25,Logitech,2
4/13/25,NVIDIA,8
4/13/25,OLED monitor,1
4/13/25,Samsung,18
4/13/25,laptop,36
4/13/25,mechanical keyboard,1
4/13/25,noise cancelling headphones,1
4/13/25,smartphone,1
4/13/25,smartwatch,1
4/20/25,Apple,62
4/20/25,Logitech,2
4/20/25,NVIDIA,7
4/20/25,OLED monitor,1
4/20/25,Samsung,19
4/20/25,laptop,36
4/20/25,mechanical keyboard,1
4/20/25,noise cancelling headphones,1
4/20/25,smartphone,1
4/20/25,smartwatch,1
4/27/25,Apple,63
4/27/25,Logitech,2
4/27/25,NVIDIA,7
4/27/25,OLED monitor,1
4/27/25,Samsung,19
4/27/25,laptop,37
4/27/25,mechanical keyboard,1
4/27/25,noise cancelling headphones,1
4/27/25,smartphone,1
4/27/25,smartwatch,1
5/4/25,Apple,63
5/4/25,Logitech,2
5/4/25,NVIDIA,6
5/4/25,OLED monitor,1
5/4/25,Samsung,21
5/4/25,laptop,39
5/4/25,mechanical keyboard,1
5/4/25,noise cancelling headphones,1
5/4/25,smartphone,1
5/4/25,smartwatch,1
5/11/25,Apple,65
5/11/25,Logitech,2
5/11/25,NVIDIA,8
5/11/25,OLED monitor,1
5/11/25,Samsung,20
5/11/25,laptop,37
5/11/25,mechanical keyboard,1
5/11/25,noise cancelling headphones,1
5/11/25,smartphone,1
5/11/25,smartwatch,1
5/18/25,Apple,62
5/18/25,Logitech,2
5/18/25,NVIDIA,7
5/18/25,OLED monitor,1
5/18/25,Samsung,20
5/18/25,laptop,40
5/18/25,mechanical keyboard,1
5/18/25,noise cancelling headphones,1
5/18/25,smartphone,1
5/18/25,smartwatch,1
5/25/25,Apple,63
5/25/25,Logitech,2
5/25/25,NVIDIA,9
5/25/25,OLED monitor,1
5/25/25,Samsung,21
5/25/25,laptop,38
5/25/25,mechanical keyboard,1
5/25/25,noise cancelling headphones,1
5/25/25,smartphone,1
5/25/25,smartwatch,1
6/1/25,Apple,67
6/1/25,Logitech,2
6/1/25,NVIDIA,7
6/1/25,OLED monitor,1
6/1/25,Samsung,21
6/1/25,laptop,40
6/1/25,mechanical keyboard,1
6/1/25,noise cancelling headphones,1
6/1/25,smartphone,1
6/1/25,smartwatch,1
6/8/25,Apple,65
6/8/25,Logitech,2
6/8/25,NVIDIA,7
6/8/25,OLED monitor,1
6/8/25,Samsung,21
6/8/25,laptop,41
6/8/25,mechanical keyboard,1
6/8/25,noise cancelling headphones,1
6/8/25,smartphone,1
6/8/25,smartwatch,1
6/15/25,Apple,64
6/15/25,Logitech,2
6/15/25,NVIDIA,6
6/15/25,OLED monitor,1
6/15/25,Samsung,21
6/15/25,laptop,41
6/15/25,mechanical keyboard,1
6/15/25,noise cancelling headphones,1
6/15/25,smartphone,1
6/15/25,smartwatch,2
6/22/25,Apple,59
6/22/25,Logitech,2
6/22/25,NVIDIA,7
6/22/25,OLED monitor,1
6/22/25,Samsung,21
6/22/25,laptop,42
6/22/25,mechanical keyboard,1
6/22/25,noise cancelling headphones,1
6/22/25,smartphone,1
6/22/25,smartwatch,1
6/29/25,Apple,65
6/29/25,Logitech,2
6/29/25,NVIDIA,6
6/29/25,OLED monitor,1
6/29/25,Samsung,22
6/29/25,laptop,38
6/29/25,mechanical keyboard,1
6/29/25,noise cancelling headphones,1
6/29/25,smartphone,1
6/29/25,smartwatch,1
7/6/25,Apple,69
7/6/25,Logitech,2
7/6/25,NVIDIA,8
7/6/25,OLED monitor,1
7/6/25,Samsung,25
7/6/25,laptop,45
7/6/25,mechanical keyboard,1
7/6/25,noise cancelling headphones,1
7/6/25,smartphone,1
7/6/25,smartwatch,2
7/13/25,Apple,68
7/13/25,Logitech,3
7/13/25,NVIDIA,9
7/13/25,OLED monitor,1
7/13/25,Samsung,27
7/13/25,laptop,45
7/13/25,mechanical keyboard,1
7/13/25,noise cancelling headphones,1
7/13/25,smartphone,1
7/13/25,smartwatch,2
7/20/25,Apple,71
7/20/25,Logitech,3
7/20/25,NVIDIA,9
7/20/25,OLED monitor,1
7/20/25,Samsung,30
7/20/25,laptop,51
7/20/25,mechanical keyboard,1
7/20/25,noise cancelling headphones,1
7/20/25,smartphone,2
7/20/25,smartwatch,2
7/27/25,Apple,74
7/27/25,Logitech,3
7/27/25,NVIDIA,11
7/27/25,OLED monitor,1
7/27/25,Samsung,40
7/27/25,laptop,55
7/27/25,mechanical keyboard,1
7/27/25,noise cancelling headphones,1
7/27/25,smartphone,3
7/27/25,smartwatch,4
8/3/25,Apple,71
8/3/25,Logitech,2
8/3/25,NVIDIA,9
8/3/25,OLED monitor,1
8/3/25,Samsung,26
8/3/25,laptop,49
8/3/25,mechanical keyboard,1
8/3/25,noise cancelling headphones,1
8/3/25,smartphone,1
8/3/25,smartwatch,2
8/10/25,Apple,66
8/10/25,Logitech,2
8/10/25,NVIDIA,8
8/10/25,OLED monitor,1
8/10/25,Samsung,24
8/10/25,laptop,49
8/10/25,mechanical keyboard,1
8/10/25,noise cancelling headphones,1
8/10/25,smartphone,1
8/10/25,smartwatch,2
8/17/25,Apple,67
8/17/25,Logitech,2
8/17/25,NVIDIA,7
8/17/25,OLED monitor,1
8/17/25,Samsung,21
8/17/25,laptop,46
8/17/25,mechanical keyboard,1
8/17/25,noise cancelling headphones,1
8/17/25,smartphone,1
8/17/25,smartwatch,1
8/24/25,Apple,68
8/24/25,Logitech,2
8/24/25,NVIDIA,11
8/24/25,OLED monitor,1
8/24/25,Samsung,21
8/24/25,laptop,46
8/24/25,mechanical keyboard,1
8/24/25,noise cancelling headphones,1
8/24/25,smartphone,1
8/24/25,smartwatch,1
8/31/25,Apple,73
8/31/25,Logitech,2
8/31/25,NVIDIA,7
8/31/25,OLED monitor,1
8/31/25,Samsung,21
8/31/25,laptop,44
8/31/25,mechanical keyboard,1
8/31/25,noise cancelling headphones,1
8/31/25,smartphone,1
8/31/25,smartwatch,1
9/7/25,Apple,88
9/7/25,Logitech,2
9/7/25,NVIDIA,6
9/7/25,OLED monitor,1
9/7/25,Samsung,20
9/7/25,laptop,39
9/7/25,mechanical keyboard,1
9/7/25,noise cancelling headphones,1
9/7/25,smartphone,1
9/7/25,smartwatch,1
9/14/25,Apple,81
9/14/25,Logitech,2
9/14/25,NVIDIA,7
9/14/25,OLED monitor,1
9/14/25,Samsung,22
9/14/25,laptop,39
9/14/25,mechanical keyboard,1
9/14/25,noise cancelling headphones,1
9/14/25,smartphone,1
9/14/25,smartwatch,1
9/21/25,Apple,87
9/21/25,Logitech,2
9/21/25,NVIDIA,8
9/21/25,OLED monitor,1
9/21/25,Samsung,22
9/21/25,laptop,42
9/21/25,mechanical keyboard,1
9/21/25,noise cancelling headphones,1
9/21/25,smartphone,1
9/21/25,smartwatch,1
9/28/25,Apple,78
9/28/25,Logitech,2
9/28/25,NVIDIA,8
9/28/25,OLED monitor,1
9/28/25,Samsung,20
9/28/25,laptop,41
9/28/25,mechanical keyboard,1
9/28/25,noise cancelling headphones,1
9/28/25,smartphone,1
9/28/25,smartwatch,1
10/5/25,Apple,81
10/5/25,Logitech,2
10/5/25,NVIDIA,8
10/5/25,OLED monitor,1
10/5/25,Samsung,21
10/5/25,laptop,42
10/5/25,mechanical keyboard,1
10/5/25,noise cancelling headphones,1
10/5/25,smartphone,1
10/5/25,smartwatch,2
10/12/25,Apple,77
10/12/25,Logitech,2
10/12/25,NVIDIA,7
10/12/25,OLED monitor,1
10/12/25,Samsung,21
10/12/25,laptop,39
10/12/25,mechanical keyboard,1
10/12/25,noise cancelling headphones,1
10/12/25,smartphone,1
10/12/25,smartwatch,1
10/19/25,Apple,77
10/19/25,Logitech,2
10/19/25,NVIDIA,7
10/19/25,OLED monitor,1
10/19/25,Samsung,20
10/19/25,laptop,40
10/19/25,mechanical keyboard,1
10/19/25,noise cancelling headphones,1
10/19/25,smartphone,1
10/19/25,smartwatch,1
10/26/25,Apple,71
10/26/25,Logitech,2
10/26/25,NVIDIA,11
10/26/25,OLED monitor,1
10/26/25,Samsung,20
10/26/25,laptop,39
10/26/25,mechanical keyboard,1
10/26/25,noise cancelling headphones,1
10/26/25,smartphone,1
10/26/25,smartwatch,1
11/2/25,Apple,77
11/2/25,Logitech,2
11/2/25,NVIDIA,11
11/2/25,OLED monitor,1
11/2/25,Samsung,23
11/2/25,laptop,42
11/2/25,mechanical keyboard,1
11/2/25,noise cancelling headphones,1
11/2/25,smartphone,1
11/2/25,smartwatch,2
11/9/25,Apple,79
11/9/25,Logitech,2
11/9/25,NVIDIA,10
11/9/25,OLED monitor,1
11/9/25,Samsung,24
11/9/25,laptop,47
11/9/25,mechanical keyboard,1
11/9/25,noise cancelling headphones,1
11/9/25,smartphone,1
11/9/25,smartwatch,2
11/16/25,Apple,78
11/16/25,Logitech,3
11/16/25,NVIDIA,18
11/16/25,OLED monitor,2
11/16/25,Samsung,27
11/16/25,laptop,51
11/16/25,mechanical keyboard,1
11/16/25,noise cancelling headphones,2
11/16/25,smartphone,1
11/16/25,smartwatch,3
11/23/25,Apple,98
11/23/25,Logitech,3
11/23/25,NVIDIA,11
11/23/25,OLED monitor,3
11/23/25,Samsung,33
11/23/25,laptop,60
11/23/25,mechanical keyboard,1
11/23/25,noise cancelling headphones,2
11/23/25,smartphone,2
11/23/25,smartwatch,3
11/30/25,Apple,87
11/30/25,Logitech,3
11/30/25,NVIDIA,10
11/30/25,OLED monitor,2
11/30/25,Samsung,28
11/30/25,laptop,53
11/30/25,mechanical keyboard,1
11/30/25,noise cancelling headphones,2
11/30/25,smartphone,2
11/30/25,smartwatch,2
12/7/25,Apple,77
12/7/25,Logitech,3
12/7/25,NVIDIA,10
12/7/25,OLED monitor,1
12/7/25,Samsung,24
12/7/25,laptop,49
12/7/25,mechanical keyboard,1
12/7/25,noise cancelling headphones,1
12/7/25,smartphone,2
12/7/25,smartwatch,2
12/14/25,Apple,76
12/14/25,Logitech,3
12/14/25,NVIDIA,8
12/14/25,OLED monitor,1
12/14/25,Samsung,25
12/14/25,laptop,45
12/14/25,mechanical keyboard,1
12/14/25,noise cancelling headphones,1
12/14/25,smartphone,2
12/14/25,smartwatch,3
12/21/25,Apple,96
12/21/25,Logitech,3
12/21/25,NVIDIA,9
12/21/25,OLED monitor,2
12/21/25,Samsung,29
12/21/25,laptop,45
12/21/25,mechanical keyboard,1
12/21/25,noise cancelling headphones,1
12/21/25,smartphone,1
12/21/25,smartwatch,3
12/28/25,Apple,83
12/28/25,Logitech,3
12/28/25,NVIDIA,8
12/28/25,OLED monitor,1
12/28/25,Samsung,28
12/28/25,laptop,42
12/28/25,mechanical keyboard,1
12/28/25,noise cancelling headphones,1
12/28/25,smartphone,1
12/28/25,smartwatch,2
1/4/26,Apple,77
1/4/26,Logitech,3
1/4/26,NVIDIA,10
1/4/26,OLED monitor,1
1/4/26,Samsung,25
1/4/26,laptop,45
1/4/26,mechanical keyboard,1
1/4/26,noise cancelling headphones,1
1/4/26,smartphone,1
1/4/26,smartwatch,2
1/11/26,Apple,78
1/11/26,Logitech,2
1/11/26,NVIDIA,8
1/11/26,OLED monitor,1
1/11/26,Samsung,24
1/11/26,laptop,49
1/11/26,mechanical keyboard,1
1/11/26,noise cancelling headphones,1
1/11/26,smartphone,2
1/11/26,smartwatch,3
1/18/26,Apple,77
1/18/26,Logitech,2
1/18/26,NVIDIA,8
1/18/26,OLED monitor,1
1/18/26,Samsung,24
1/18/26,laptop,50
1/18/26,mechanical keyboard,1
1/18/26,noise cancelling headphones,1
1/18/26,smartphone,2
1/18/26,smartwatch,2
1/25/26,Apple,79
1/25/26,Logitech,2
1/25/26,NVIDIA,8
1/25/26,OLED monitor,1
1/25/26,Samsung,26
1/25/26,laptop,49
1/25/26,mechanical keyboard,1
1/25/26,noise cancelling headphones,1
1/25/26,smartphone,2
1/25/26,smartwatch,3
2/1/26,Apple,73
2/1/26,Logitech,2
2/1/26,NVIDIA,9
2/1/26,OLED monitor,1
2/1/26,Samsung,23
2/1/26,laptop,52
2/1/26,mechanical keyboard,1
2/1/26,noise cancelling headphones,1
2/1/26,smartphone,2
2/1/26,smartwatch,4
2/8/26,Apple,74
2/8/26,Logitech,3
2/8/26,NVIDIA,8
2/8/26,OLED monitor,1
2/8/26,Samsung,23
2/8/26,laptop,54
2/8/26,mechanical keyboard,1
2/8/26,noise cancelling headphones,2
2/8/26,smartphone,2
2/8/26,smartwatch,5
2/15/26,Apple,74
2/15/26,Logitech,3
2/15/26,NVIDIA,8
2/15/26,OLED monitor,1
2/15/26,Samsung,24
2/15/26,laptop,54
2/15/26,mechanical keyboard,1
2/15/26,noise cancelling headphones,2
2/15/26,smartphone,2
2/15/26,smartwatch,5
2/22/26,Apple,76
2/22/26,Logitech,3
2/22/26,NVIDIA,12
2/22/26,OLED monitor,1
2/22/26,Samsung,26
2/22/26,laptop,53
2/22/26,mechanical keyboard,1
2/22/26,noise cancelling headphones,1
2/22/26,smartphone,2
2/22/26,smartwatch,4
3/1/26,Apple,83
3/1/26,Logitech,3
3/1/26,NVIDIA,10
3/1/26,OLED monitor,1
3/1/26,Samsung,25
3/1/26,laptop,50
3/1/26,mechanical keyboard,1
3/1/26,noise cancelling headphones,1
3/1/26,smartphone,2
3/1/26,smartwatch,2
3/8/26,Apple,78
3/8/26,Logitech,3
3/8/26,NVIDIA,9
3/8/26,OLED monitor,1
3/8/26,Samsung,27
3/8/26,laptop,48
3/8/26,mechanical keyboard,1
3/8/26,noise cancelling headphones,1
3/8/26,smartphone,1
3/8/26,smartwatch,2
3/15/26,Apple,76
3/15/26,Logitech,3
3/15/26,NVIDIA,12
3/15/26,OLED monitor,1
3/15/26,Samsung,27
3/15/26,laptop,51
3/15/26,mechanical keyboard,1
3/15/26,noise cancelling headphones,1
3/15/26,smartphone,2
3/15/26,smartwatch,3
3/22/26,Apple,87
3/22/26,Logitech,4
3/22/26,NVIDIA,9
3/22/26,OLED monitor,2
3/22/26,Samsung,32
3/22/26,laptop,71
3/22/26,mechanical keyboard,3
3/22/26,noise cancelling headphones,3
3/22/26,smartphone,2
3/22/26,smartwatch,6
3/29/26,Apple,100
3/29/26,Logitech,5
3/29/26,NVIDIA,10
3/29/26,OLED monitor,3
3/29/26,Samsung,38
3/29/26,laptop,100
3/29/26,mechanical keyboard,6
3/29/26,noise cancelling headphones,4
3/29/26,smartphone,3
3/29/26,smartwatch,14
4/5/26,Apple,79
4/5/26,Logitech,4
4/5/26,NVIDIA,7
4/5/26,OLED monitor,2
4/5/26,Samsung,29
4/5/26,laptop,72
4/5/26,mechanical keyboard,4
4/5/26,noise cancelling headphones,3
4/5/26,smartphone,2
4/5/26,smartwatch,7
4/12/26,Apple,76
4/12/26,Logitech,4
4/12/26,NVIDIA,7
4/12/26,OLED monitor,2
4/12/26,Samsung,26
4/12/26,laptop,68
4/12/26,mechanical keyboard,3
4/12/26,noise cancelling headphones,3
4/12/26,smartphone,2
4/12/26,smartwatch,8
4/19/26,Apple,78
4/19/26,Logitech,3
4/19/26,NVIDIA,5
4/19/26,OLED monitor,2
4/19/26,Samsung,28
4/19/26,laptop,60
4/19/26,mechanical keyboard,3
4/19/26,noise cancelling headphones,3
4/19/26,smartphone,2
4/19/26,smartwatch,7
